Id,Province/State,Country/Region,Lat,Long,
395,,Antigua and Barbuda,17.0608,-61.7964,
396,,Antigua and Barbuda,17.0608,-61.7964,
397,,Antigua and Barbuda,17.0608,-61.7964,
398,,Antigua and Barbuda,17.0608,-61.7964,
399,,Antigua and Barbuda,17.0608,-61.7964,
400,,Antigua and Barbuda,17.0608,-61.7964,
401,,Antigua and Barbuda,17.0608,-61.7964,
402,,Antigua and Barbuda,17.0608,-61.7964,
403,,Antigua and Barbuda,17.0608,-61.7964,
404,,Antigua and Barbuda,17.0608,-61.7964,
405,,Antigua and Barbuda,17.0608,-61.7964,
406,,Antigua and Barbuda,17.0608,-61.7964,
407,,Antigua and Barbuda,17.0608,-61.7964,
408,,Antigua and Barbuda,17.0608,-61.7964,
409,,Antigua and Barbuda,17.0608,-61.7964,
410,,Antigua and Barbuda,17.0608,-61.7964,
411,,Antigua and Barbuda,17.0608,-61.7964,
412,,Antigua and Barbuda,17.0608,-61.7964,
413,,Antigua and Barbuda,17.0608,-61.7964,
414,,Antigua and Barbuda,17.0608,-61.7964,
415,,Antigua and Barbuda,17.0608,-61.7964,
416,,Antigua and Barbuda,17.0608,-61.7964,
417,,Antigua and Barbuda,17.0608,-61.7964,
418,,Antigua and Barbuda,17.0608,-61.7964,
419,,Antigua and Barbuda,17.0608,-61.7964,
420,,Antigua and Barbuda,17.0608,-61.7964,
421,,Antigua and Barbuda,17.0608,-61.7964,
422,,Antigua and Barbuda,17.0608,-61.7964,
423,,Antigua and Barbuda,17.0608,-61.7964,
424,,Antigua and Barbuda,17.0608,-61.7964,
425,,Antigua and Barbuda,17.0608,-61.7964,
426,,Antigua and Barbuda,17.0608,-61.7964,
427,,Antigua and Barbuda,17.0608,-61.7964,
428,,Antigua and Barbuda,17.0608,-61.7964,
429,,Antigua and Barbuda,17.0608,-61.7964,
430,,Antigua and Barbuda,17.0608,-61.7964,
431,,Antigua and Barbuda,17.0608,-61.7964,
432,,Antigua and Barbuda,17.0608,-61.7964,
433,,Antigua and Barbuda,17.0608,-61.7964,
434,,Antigua and Barbuda,17.0608,-61.7964,
435,,Antigua and Barbuda,17.0608,-61.7964,
466,,Argentina,-38.4161,-63.6167,
467,,Argentina,-38.4161,-63.6167,
468,,Argentina,-38.4161,-63.6167,
469,,Argentina,-38.4161,-63.6167,
470,,Argentina,-38.4161,-63.6167,
471,,Argentina,-38.4161,-63.6167,
472,,Argentina,-38.4161,-63.6167,
473,,Argentina,-38.4161,-63.6167,
474,,Argentina,-38.4161,-63.6167,
475,,Argentina,-38.4161,-63.6167,
476,,Argentina,-38.4161,-63.6167,
477,,Argentina,-38.4161,-63.6167,
478,,Argentina,-38.4161,-63.6167,
479,,Argentina,-38.4161,-63.6167,
480,,Argentina,-38.4161,-63.6167,
481,,Argentina,-38.4161,-63.6167,
482,,Argentina,-38.4161,-63.6167,
483,,Argentina,-38.4161,-63.6167,
484,,Argentina,-38.4161,-63.6167,
485,,Argentina,-38.4161,-63.6167,
486,,Argentina,-38.4161,-63.6167,
487,,Argentina,-38.4161,-63.6167,
488,,Argentina,-38.4161,-63.6167,
489,,Argentina,-38.4161,-63.6167,
490,,Argentina,-38.4161,-63.6167,
491,,Argentina,-38.4161,-63.6167,
492,,Argentina,-38.4161,-63.6167,
493,,Argentina,-38.4161,-63.6167,
494,,Argentina,-38.4161,-63.6167,
495,,Argentina,-38.4161,-63.6167,
496,,Argentina,-38.4161,-63.6167,
497,,Argentina,-38.4161,-63.6167,
498,,Argentina,-38.4161,-63.6167,
499,,Argentina,-38.4161,-63.6167,
500,,Argentina,-38.4161,-63.6167,
501,,Argentina,-38.4161,-63.6167,
502,,Argentina,-38.4161,-63.6167,
503,,Argentina,-38.4161,-63.6167,
504,,Argentina,-38.4161,-63.6167,
505,,Argentina,-38.4161,-63.6167,
506,,Argentina,-38.4161,-63.6167,
507,,Argentina,-38.4161,-63.6167,
508,,Argentina,-38.4161,-63.6167,
509,,Argentina,-38.4161,-63.6167,
510,,Argentina,-38.4161,-63.6167,
511,,Argentina,-38.4161,-63.6167,
512,,Argentina,-38.4161,-63.6167,
513,,Argentina,-38.4161,-63.6167,
514,,Argentina,-38.4161,-63.6167,
515,,Argentina,-38.4161,-63.6167,
516,,Argentina,-38.4161,-63.6167,
517,,Argentina,-38.4161,-63.6167,
518,,Argentina,-38.4161,-63.6167,
519,,Argentina,-38.4161,-63.6167,
520,,Argentina,-38.4161,-63.6167,
521,,Argentina,-38.4161,-63.6167,
522,,Argentina,-38.4161,-63.6167,
523,,Argentina,-38.4161,-63.6167,
524,,Argentina,-38.4161,-63.6167,
525,,Argentina,-38.4161,-63.6167,
526,,Argentina,-38.4161,-63.6167,
527,,Argentina,-38.4161,-63.6167,
528,,Argentina,-38.4161,-63.6167,
559,,Armenia,40.0691,45.0382,
560,,Armenia,40.0691,45.0382,
561,,Armenia,40.0691,45.0382,
562,,Armenia,40.0691,45.0382,
563,,Armenia,40.0691,45.0382,
564,,Armenia,40.0691,45.0382,
565,,Armenia,40.0691,45.0382,
566,,Armenia,40.0691,45.0382,
567,,Armenia,40.0691,45.0382,
568,,Armenia,40.0691,45.0382,
569,,Armenia,40.0691,45.0382,
570,,Armenia,40.0691,45.0382,
571,,Armenia,40.0691,45.0382,
572,,Armenia,40.0691,45.0382,
573,,Armenia,40.0691,45.0382,
574,,Armenia,40.0691,45.0382,
575,,Armenia,40.0691,45.0382,
576,,Armenia,40.0691,45.0382,
577,,Armenia,40.0691,45.0382,
578,,Armenia,40.0691,45.0382,
579,,Armenia,40.0691,45.0382,
580,,Armenia,40.0691,45.0382,
581,,Armenia,40.0691,45.0382,
582,,Armenia,40.0691,45.0382,
583,,Armenia,40.0691,45.0382,
584,,Armenia,40.0691,45.0382,
585,,Armenia,40.0691,45.0382,
586,,Armenia,40.0691,45.0382,
587,,Armenia,40.0691,45.0382,
588,,Armenia,40.0691,45.0382,
589,,Armenia,40.0691,45.0382,
590,,Armenia,40.0691,45.0382,
591,,Armenia,40.0691,45.0382,
592,,Armenia,40.0691,45.0382,
593,,Armenia,40.0691,45.0382,
594,,Armenia,40.0691,45.0382,
595,,Armenia,40.0691,45.0382,
596,,Armenia,40.0691,45.0382,
597,,Armenia,40.0691,45.0382,
598,,Armenia,40.0691,45.0382,
599,,Armenia,40.0691,45.0382,
600,,Armenia,40.0691,45.0382,
601,,Armenia,40.0691,45.0382,
602,,Armenia,40.0691,45.0382,
603,,Armenia,40.0691,45.0382,
604,,Armenia,40.0691,45.0382,
605,,Armenia,40.0691,45.0382,
606,,Armenia,40.0691,45.0382,
607,,Armenia,40.0691,45.0382,
608,,Armenia,40.0691,45.0382,
609,,Armenia,40.0691,45.0382,
610,,Armenia,40.0691,45.0382,
611,,Armenia,40.0691,45.0382,
612,,Armenia,40.0691,45.0382,
613,,Armenia,40.0691,45.0382,
614,,Armenia,40.0691,45.0382,
615,,Armenia,40.0691,45.0382,
616,,Armenia,40.0691,45.0382,
617,,Armenia,40.0691,45.0382,
618,,Armenia,40.0691,45.0382,
619,,Armenia,40.0691,45.0382,
620,,Armenia,40.0691,45.0382,
621,,Armenia,40.0691,45.0382,
652,,Aruba,12.5211,-69.9683,
653,,Aruba,12.5211,-69.9683,
654,,Aruba,12.5211,-69.9683,
655,,Aruba,12.5211,-69.9683,
656,,Aruba,12.5211,-69.9683,
657,,Aruba,12.5211,-69.9683,
658,,Aruba,12.5211,-69.9683,
659,,Aruba,12.5211,-69.9683,
660,,Aruba,12.5211,-69.9683,
661,,Aruba,12.5211,-69.9683,
662,,Aruba,12.5211,-69.9683,
663,,Aruba,12.5211,-69.9683,
664,,Aruba,12.5211,-69.9683,
665,,Aruba,12.5211,-69.9683,
666,,Aruba,12.5211,-69.9683,
667,,Aruba,12.5211,-69.9683,
668,,Aruba,12.5211,-69.9683,
669,,Aruba,12.5211,-69.9683,
670,,Aruba,12.5211,-69.9683,
671,,Aruba,12.5211,-69.9683,
672,,Aruba,12.5211,-69.9683,
673,,Aruba,12.5211,-69.9683,
674,,Aruba,12.5211,-69.9683,
675,,Aruba,12.5211,-69.9683,
676,,Aruba,12.5211,-69.9683,
677,,Aruba,12.5211,-69.9683,
678,,Aruba,12.5211,-69.9683,
679,,Aruba,12.5211,-69.9683,
680,,Aruba,12.5211,-69.9683,
681,,Aruba,12.5211,-69.9683,
682,,Aruba,12.5211,-69.9683,
683,,Aruba,12.5211,-69.9683,
684,,Aruba,12.5211,-69.9683,
685,,Aruba,12.5211,-69.9683,
686,,Aruba,12.5211,-69.9683,
687,,Aruba,12.5211,-69.9683,
688,,Aruba,12.5211,-69.9683,
689,,Aruba,12.5211,-69.9683,
690,,Aruba,12.5211,-69.9683,
691,,Aruba,12.5211,-69.9683,
692,,Aruba,12.5211,-69.9683,
693,,Aruba,12.5211,-69.9683,
694,,Aruba,12.5211,-69.9683,
695,,Aruba,12.5211,-69.9683,
696,,Aruba,12.5211,-69.9683,
697,,Aruba,12.5211,-69.9683,
698,,Aruba,12.5211,-69.9683,
699,,Aruba,12.5211,-69.9683,
700,,Aruba,12.5211,-69.9683,
701,,Aruba,12.5211,-69.9683,
702,,Aruba,12.5211,-69.9683,
703,,Aruba,12.5211,-69.9683,
704,,Aruba,12.5211,-69.9683,
705,,Aruba,12.5211,-69.9683,
706,,Aruba,12.5211,-69.9683,
707,,Aruba,12.5211,-69.9683,
708,,Aruba,12.5211,-69.9683,
709,,Aruba,12.5211,-69.9683,
710,,Aruba,12.5211,-69.9683,
711,,Aruba,12.5211,-69.9683,
712,,Aruba,12.5211,-69.9683,
713,,Aruba,12.5211,-69.9683,
714,,Aruba,12.5211,-69.9683,
745,Australian Capital Territory,Australia,-35.4735,149.0124,
746,Australian Capital Territory,Australia,-35.4735,149.0124,
747,Australian Capital Territory,Australia,-35.4735,149.0124,
748,Australian Capital Territory,Australia,-35.4735,149.0124,
749,Australian Capital Territory,Australia,-35.4735,149.0124,
750,Australian Capital Territory,Australia,-35.4735,149.0124,
751,Australian Capital Territory,Australia,-35.4735,149.0124,
752,Australian Capital Territory,Australia,-35.4735,149.0124,
753,Australian Capital Territory,Australia,-35.4735,149.0124,
754,Australian Capital Territory,Australia,-35.4735,149.0124,
755,Australian Capital Territory,Australia,-35.4735,149.0124,
756,Australian Capital Territory,Australia,-35.4735,149.0124,
757,Australian Capital Territory,Australia,-35.4735,149.0124,
758,Australian Capital Territory,Australia,-35.4735,149.0124,
759,Australian Capital Territory,Australia,-35.4735,149.0124,
760,Australian Capital Territory,Australia,-35.4735,149.0124,
761,Australian Capital Territory,Australia,-35.4735,149.0124,
762,Australian Capital Territory,Australia,-35.4735,149.0124,
763,Australian Capital Territory,Australia,-35.4735,149.0124,
764,Australian Capital Territory,Australia,-35.4735,149.0124,
765,Australian Capital Territory,Australia,-35.4735,149.0124,
766,Australian Capital Territory,Australia,-35.4735,149.0124,
767,Australian Capital Territory,Australia,-35.4735,149.0124,
768,Australian Capital Territory,Australia,-35.4735,149.0124,
769,Australian Capital Territory,Australia,-35.4735,149.0124,
770,Australian Capital Territory,Australia,-35.4735,149.0124,
771,Australian Capital Territory,Australia,-35.4735,149.0124,
772,Australian Capital Territory,Australia,-35.4735,149.0124,
773,Australian Capital Territory,Australia,-35.4735,149.0124,
774,Australian Capital Territory,Australia,-35.4735,149.0124,
775,Australian Capital Territory,Australia,-35.4735,149.0124,
776,Australian Capital Territory,Australia,-35.4735,149.0124,
777,Australian Capital Territory,Australia,-35.4735,149.0124,
778,Australian Capital Territory,Australia,-35.4735,149.0124,
779,Australian Capital Territory,Australia,-35.4735,149.0124,
780,Australian Capital Territory,Australia,-35.4735,149.0124,
781,Australian Capital Territory,Australia,-35.4735,149.0124,
782,Australian Capital Territory,Australia,-35.4735,149.0124,
783,Australian Capital Territory,Australia,-35.4735,149.0124,
784,Australian Capital Territory,Australia,-35.4735,149.0124,
785,Australian Capital Territory,Australia,-35.4735,149.0124,
786,Australian Capital Territory,Australia,-35.4735,149.0124,
787,Australian Capital Territory,Australia,-35.4735,149.0124,
788,Australian Capital Territory,Australia,-35.4735,149.0124,
789,Australian Capital Territory,Australia,-35.4735,149.0124,
790,Australian Capital Territory,Australia,-35.4735,149.0124,
791,Australian Capital Territory,Australia,-35.4735,149.0124,
792,Australian Capital Territory,Australia,-35.4735,149.0124,
793,Australian Capital Territory,Australia,-35.4735,149.0124,
794,Australian Capital Territory,Australia,-35.4735,149.0124,
795,Australian Capital Territory,Australia,-35.4735,149.0124,
796,Australian Capital Territory,Australia,-35.4735,149.0124,
797,Australian Capital Territory,Australia,-35.4735,149.0124,
798,Australian Capital Territory,Australia,-35.4735,149.0124,
799,Australian Capital Territory,Australia,-35.4735,149.0124,
800,Australian Capital Territory,Australia,-35.4735,149.0124,
801,Australian Capital Territory,Australia,-35.4735,149.0124,
802,Australian Capital Territory,Australia,-35.4735,149.0124,
803,Australian Capital Territory,Australia,-35.4735,149.0124,
804,Australian Capital Territory,Australia,-35.4735,149.0124,
805,Australian Capital Territory,Australia,-35.4735,149.0124,
806,Australian Capital Territory,Australia,-35.4735,149.0124,
807,Australian Capital Territory,Australia,-35.4735,149.0124,
838,From Diamond Princess,Australia,35.4437,139.638,
839,From Diamond Princess,Australia,35.4437,139.638,
840,From Diamond Princess,Australia,35.4437,139.638,
841,From Diamond Princess,Australia,35.4437,139.638,
842,From Diamond Princess,Australia,35.4437,139.638,
843,From Diamond Princess,Australia,35.4437,139.638,
844,From Diamond Princess,Australia,35.4437,139.638,
845,From Diamond Princess,Australia,35.4437,139.638,
846,From Diamond Princess,Australia,35.4437,139.638,
847,From Diamond Princess,Australia,35.4437,139.638,
848,From Diamond Princess,Australia,35.4437,139.638,
849,From Diamond Princess,Australia,35.4437,139.638,
850,From Diamond Princess,Australia,35.4437,139.638,
851,From Diamond Princess,Australia,35.4437,139.638,
852,From Diamond Princess,Australia,35.4437,139.638,
853,From Diamond Princess,Australia,35.4437,139.638,
854,From Diamond Princess,Australia,35.4437,139.638,
855,From Diamond Princess,Australia,35.4437,139.638,
856,From Diamond Princess,Australia,35.4437,139.638,
857,From Diamond Princess,Australia,35.4437,139.638,
858,From Diamond Princess,Australia,35.4437,139.638,
859,From Diamond Princess,Australia,35.4437,139.638,
860,From Diamond Princess,Australia,35.4437,139.638,
861,From Diamond Princess,Australia,35.4437,139.638,
862,From Diamond Princess,Australia,35.4437,139.638,
863,From Diamond Princess,Australia,35.4437,139.638,
864,From Diamond Princess,Australia,35.4437,139.638,
865,From Diamond Princess,Australia,35.4437,139.638,
866,From Diamond Princess,Australia,35.4437,139.638,
867,From Diamond Princess,Australia,35.4437,139.638,
868,From Diamond Princess,Australia,35.4437,139.638,
869,From Diamond Princess,Australia,35.4437,139.638,
870,From Diamond Princess,Australia,35.4437,139.638,
871,From Diamond Princess,Australia,35.4437,139.638,
872,From Diamond Princess,Australia,35.4437,139.638,
873,From Diamond Princess,Australia,35.4437,139.638,
874,From Diamond Princess,Australia,35.4437,139.638,
875,From Diamond Princess,Australia,35.4437,139.638,
876,From Diamond Princess,Australia,35.4437,139.638,
877,From Diamond Princess,Australia,35.4437,139.638,
878,From Diamond Princess,Australia,35.4437,139.638,
879,From Diamond Princess,Australia,35.4437,139.638,
880,From Diamond Princess,Australia,35.4437,139.638,
881,From Diamond Princess,Australia,35.4437,139.638,
882,From Diamond Princess,Australia,35.4437,139.638,
883,From Diamond Princess,Australia,35.4437,139.638,
884,From Diamond Princess,Australia,35.4437,139.638,
885,From Diamond Princess,Australia,35.4437,139.638,
886,From Diamond Princess,Australia,35.4437,139.638,
887,From Diamond Princess,Australia,35.4437,139.638,
888,From Diamond Princess,Australia,35.4437,139.638,
889,From Diamond Princess,Australia,35.4437,139.638,
890,From Diamond Princess,Australia,35.4437,139.638,
891,From Diamond Princess,Australia,35.4437,139.638,
892,From Diamond Princess,Australia,35.4437,139.638,
893,From Diamond Princess,Australia,35.4437,139.638,
894,From Diamond Princess,Australia,35.4437,139.638,
895,From Diamond Princess,Australia,35.4437,139.638,
896,From Diamond Princess,Australia,35.4437,139.638,
897,From Diamond Princess,Australia,35.4437,139.638,
898,From Diamond Princess,Australia,35.4437,139.638,
899,From Diamond Princess,Australia,35.4437,139.638,
900,From Diamond Princess,Australia,35.4437,139.638,
931,New South Wales,Australia,-33.8688,151.2093,
932,New South Wales,Australia,-33.8688,151.2093,
933,New South Wales,Australia,-33.8688,151.2093,
934,New South Wales,Australia,-33.8688,151.2093,
935,New South Wales,Australia,-33.8688,151.2093,
936,New South Wales,Australia,-33.8688,151.2093,
937,New South Wales,Australia,-33.8688,151.2093,
938,New South Wales,Australia,-33.8688,151.2093,
939,New South Wales,Australia,-33.8688,151.2093,
940,New South Wales,Australia,-33.8688,151.2093,
941,New South Wales,Australia,-33.8688,151.2093,
942,New South Wales,Australia,-33.8688,151.2093,
943,New South Wales,Australia,-33.8688,151.2093,
944,New South Wales,Australia,-33.8688,151.2093,
945,New South Wales,Australia,-33.8688,151.2093,
946,New South Wales,Australia,-33.8688,151.2093,
947,New South Wales,Australia,-33.8688,151.2093,
948,New South Wales,Australia,-33.8688,151.2093,
949,New South Wales,Australia,-33.8688,151.2093,
950,New South Wales,Australia,-33.8688,151.2093,
951,New South Wales,Australia,-33.8688,151.2093,
952,New South Wales,Australia,-33.8688,151.2093,
953,New South Wales,Australia,-33.8688,151.2093,
954,New South Wales,Australia,-33.8688,151.2093,
955,New South Wales,Australia,-33.8688,151.2093,
956,New South Wales,Australia,-33.8688,151.2093,
957,New South Wales,Australia,-33.8688,151.2093,
958,New South Wales,Australia,-33.8688,151.2093,
959,New South Wales,Australia,-33.8688,151.2093,
960,New South Wales,Australia,-33.8688,151.2093,
